Account,Name,Date,InstanceId,InstanceName,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Terry Store age spa,INSTANCELEVEL,-19,Instance 2,Terry Store age spa - Instance 2,11381,6822,4452,8682,326,982,422,1514,1707
Goldie Marketing Pty Ltd,INSTANCELEVEL,-19,Instance 2,Goldie Marketing Pty Ltd - Instance 2,10359,531,4119,4833,634,1059,67,1782,2150
ST. CLAIR SERVICE,INSTANCELEVEL,-19,Instance 2,ST. CLAIR SERVICE - Instance 2,6056,921,1827,2651,556,1067,396,1466,2319
Scottish Shellfish Marketing Group Ltd,INSTANCELEVEL,-19,Instance 2,Scottish Shellfish Marketing Group Ltd - Instance 2,8370,3170,10752,7963,780,1051,373,1923,1878
CARNES KM SA DE CV,INSTANCELEVEL,-19,Instance 2,CARNES KM SA DE CV - Instance 2,9402,1380,1222,10387,616,1066,72,1698,1750
COMERCIALIZADORA UNICOR SA DE CV,INSTANCELEVEL,-19,Instance 2,COMERCIALIZADORA UNICOR SA DE CV - Instance 2,5707,5327,2309,9243,742,893,255,1833,1873
COMNET SA DE CV,INSTANCELEVEL,-19,Instance 2,COMNET SA DE CV - Instance 2,7279,11630,9025,11280,348,726,344,1103,1591
DISTRIB Y COMERC KOWALSKY SA DE CV,INSTANCELEVEL,-19,Instance 2,DISTRIB Y COMERC KOWALSKY SA DE CV - Instance 2,2587,7920,3355,6288,460,998,179,1016,1604
FRUITCORP SA DE CV,INSTANCELEVEL,-19,Instance 2,FRUITCORP SA DE CV - Instance 2,3324,9598,5191,6692,666,742,306,1831,1578
ORIGINALES THELVA SA DE CV,INSTANCELEVEL,-19,Instance 2,ORIGINALES THELVA SA DE CV - Instance 2,1464,4850,6913,6220,596,1028,27,1041,1678
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,INSTANCELEVEL,-19,Instance 2,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - Instance 2,7780,4171,2959,3309,720,1009,65,1585,1749
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-19,Instance 2,COMERCIALIZADORA RIMATOM SA de CV - Instance 2,1784,11064,5103,11648,544,1026,408,1489,1825
K & S Contractors Supply Co,INSTANCELEVEL,-19,Instance 2,K & S Contractors Supply Co - Instance 2,10335,1759,11335,7807,655,995,247,1799,2373
Tioga Hardwoods Inc,INSTANCELEVEL,-19,Instance 2,Tioga Hardwoods Inc - Instance 2,6524,1422,11467,3296,770,655,224,1559,1677
GHCL Limited,INSTANCELEVEL,-19,Instance 2,GHCL Limited - Instance 2,2063,6541,1518,2216,512,897,44,1937,2113
Motion Industries Inc.,INSTANCELEVEL,-19,Instance 2,Motion Industries Inc. - Instance 2,2036,9532,8975,11726,431,1037,227,1947,1682
SUKETU ORGANICS PRIVATE LIMITED,INSTANCELEVEL,-19,Instance 2,SUKETU ORGANICS PRIVATE LIMITED - Instance 2,11512,1255,706,428,757,660,360,1176,2274
Quantum Foods,INSTANCELEVEL,-19,Instance 2,Quantum Foods - Instance 2,8040,360,8362,10723,318,1077,213,1705,1806
Family Magazine,INSTANCELEVEL,-19,Instance 2,Family Magazine - Instance 2,3640,2178,6324,5099,579,897,73,1559,2171
PROGRESSIVE AG PARTNERS,INSTANCELEVEL,-19,Instance 2,PROGRESSIVE AG PARTNERS - Instance 2,10455,9042,9119,521,787,801,298,1174,1616
Innovative Laser Inc,INSTANCELEVEL,-19,Instance 2,Innovative Laser Inc - Instance 2,10094,5363,11536,10071,629,852,452,1919,2140
Addis Housewares Ltd,INSTANCELEVEL,-19,Instance 2,Addis Housewares Ltd - Instance 2,7258,7636,1020,11012,730,613,441,1289,1935
SIGMADIS BRIGNAIS,INSTANCELEVEL,-19,Instance 2,SIGMADIS BRIGNAIS - Instance 2,3644,1636,4978,7141,485,606,120,1292,1964
APLNG,INSTANCELEVEL,-19,Instance 2,APLNG - Instance 2,7140,4687,6390,763,711,625,33,1808,1571
Quince Hungary Kft,INSTANCELEVEL,-19,Instance 2,Quince Hungary Kft - Instance 2,2316,3685,8216,2173,525,958,147,1627,2071
Jandel Scientific Inc.,INSTANCELEVEL,-19,Instance 2,Jandel Scientific Inc. - Instance 2,10657,236,1772,10728,737,742,13,1599,2294
Viking Tool & Steel,INSTANCELEVEL,-19,Instance 2,Viking Tool & Steel - Instance 2,8854,2624,5435,10414,400,1066,200,1917,1728
HIELO Y REFRIGERACION DE CABORCA SA DE CV,INSTANCELEVEL,-19,Instance 2,HIELO Y REFRIGERACION DE CABORCA SA DE CV - Instance 2,4514,1386,9368,1676,586,665,263,1419,2231
MAPE USA,INSTANCELEVEL,-19,Instance 2,MAPE USA - Instance 2,4201,11936,1283,10091,695,925,6,1459,1671
CONSORCIO DE ALIM DEL CARIBE SA DE CV,INSTANCELEVEL,-19,Instance 2,CONSORCIO DE ALIM DEL CARIBE SA DE CV - Instance 2,1259,5063,1974,3634,746,1089,219,1011,2190
PRODUCCIONES AGRICOLA DE TABASCO SA CV,INSTANCELEVEL,-19,Instance 2,PRODUCCIONES AGRICOLA DE TABASCO SA CV - Instance 2,11470,4692,954,9200,632,788,125,1138,2356
RICARDO ALEJANDRO DE LEON PEDROZA,INSTANCELEVEL,-19,Instance 2,RICARDO ALEJANDRO DE LEON PEDROZA - Instance 2,499,10270,8575,11825,647,913,303,1102,1651
M&M SERVICE CO,INSTANCELEVEL,-19,Instance 2,M&M SERVICE CO - Instance 2,7536,3293,2200,4958,447,722,36,1840,1814
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-19,Instance 2,CARROLLTON FARMERS ELEVATOR CO - Instance 2,6555,7600,1848,1312,309,952,319,1535,2436
L and P Financial Services Co,INSTANCELEVEL,-19,Instance 2,L and P Financial Services Co - Instance 2,9941,8259,3406,3000,609,1009,148,1786,1750
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-19,Instance 2,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 2,2630,4166,11816,10013,588,1049,408,1674,1948
CATMADER SL,INSTANCELEVEL,-19,Instance 2,CATMADER SL - Instance 2,3067,8039,11218,7520,782,864,313,1229,1625
Tekno Inc,INSTANCELEVEL,-19,Instance 2,Tekno Inc - Instance 2,7438,7258,3101,2168,697,726,414,1510,1610
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-19,Instance 2,LUIS MANUEL REYES VAZQUEZ - Instance 2,3514,6231,3756,6625,402,994,97,1959,2297
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-19,Instance 2,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 2,686,5498,5158,4528,479,669,46,1288,2441
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-19,Instance 2,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 2,4031,7939,3228,4780,387,910,301,1299,1925
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-19,Instance 2,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 2,4074,9273,10804,8728,313,799,397,1723,1589
COMERGALV SA DE CV,INSTANCELEVEL,-19,Instance 2,COMERGALV SA DE CV - Instance 2,7037,7157,11399,9544,391,850,433,1877,1646
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-19,Instance 2,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 2,8364,4476,8530,1438,455,874,155,1128,1507
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-19,Instance 2,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 2,3683,5039,9687,6491,701,1052,402,1918,1654
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-19,Instance 2,Pintura Estampado y Montaje Sapi de CV - Instance 2,7777,5263,10077,8283,335,694,306,1581,2007
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-19,Instance 2,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 2,3731,3316,7575,7581,515,1064,496,1535,1620
TERENTRO SA DE CV,INSTANCELEVEL,-19,Instance 2,TERENTRO SA DE CV - Instance 2,326,10107,343,628,775,836,409,1743,1894
FUNTASTIC LIMITED,INSTANCELEVEL,-19,Instance 2,FUNTASTIC LIMITED - Instance 2,402,2125,7470,4467,323,692,228,1266,1771
DeeTag USA,INSTANCELEVEL,-19,Instance 2,DeeTag USA - Instance 2,6555,5424,7989,596,738,611,211,1484,1557
Lakeland Village,INSTANCELEVEL,-19,Instance 2,Lakeland Village - Instance 2,11360,3149,5331,1679,349,1048,291,1506,2373
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-19,Instance 2,CHAOAN SWEET BEST FOOD CO LTD - Instance 2,9055,2190,5760,3283,422,938,25,1455,1641
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-19,Instance 2,Cadbury Beverages Div Cadbury - Instance 2,4890,10572,8450,5681,392,828,420,1419,1799
Do not Use1,INSTANCELEVEL,-19,Instance 2,Do not Use1 - Instance 2,8924,4079,10745,7195,780,768,425,1090,1952
Oil Chem Research Corp,INSTANCELEVEL,-19,Instance 2,Oil Chem Research Corp - Instance 2,2601,4124,3128,5971,665,620,328,1111,1766
LICK ELEVATOR,INSTANCELEVEL,-19,Instance 2,LICK ELEVATOR - Instance 2,7223,8826,1283,9739,627,1056,244,1538,1902
Quanex Screens LLC,INSTANCELEVEL,-19,Instance 2,Quanex Screens LLC - Instance 2,396,410,11420,10831,699,803,247,1884,2464
A and T unlimit Limited,INSTANCELEVEL,-20,Instance 1,A and T unlimit Limited - Instance 1,9843,8564,3997,3883,401,1072,415,1964,2206
Sienna Gold Ltd,INSTANCELEVEL,-20,Instance 1,Sienna Gold Ltd - Instance 1,9765,8653,8131,103,339,632,213,1093,2438
COLD EXPRESS SA DE CV,INSTANCELEVEL,-20,Instance 1,COLD EXPRESS SA DE CV - Instance 1,9379,5628,7871,3551,601,710,101,1438,1875
Murex N.A. Ltd,INSTANCELEVEL,-20,Instance 1,Murex N.A. Ltd - Instance 1,4814,8076,3491,8130,652,834,455,1519,1799
Via Systems,INSTANCELEVEL,-20,Instance 1,Via Systems - Instance 1,7086,8197,7757,2085,431,1030,164,1633,2232
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-20,Instance 1,DAKTEL COMUNICACIONES SA DE CV - Instance 1,2418,1530,6065,1208,353,996,265,1343,1709
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-20,Instance 1,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 1,6475,6652,9158,7809,790,902,122,1833,1872
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-20,Instance 1,OBED GERARDO ARELLANO GUTIERREZ - Instance 1,8984,11162,1400,4179,310,722,88,1212,2232
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-20,Instance 1,REFRIGERACION COMER AGROPECU - Instance 1,7664,9471,5871,4859,540,920,54,1145,1574
Anunay Fab Ltd,INSTANCELEVEL,-20,Instance 1,Anunay Fab Ltd - Instance 1,2969,893,9425,7677,571,632,5,1403,1992
SUPER URECOAT INDUSTRIES,INSTANCELEVEL,-20,Instance 1,SUPER URECOAT INDUSTRIES - Instance 1,1955,5175,10068,8009,785,805,339,1875,2206
Jadow B & Sons Inc,INSTANCELEVEL,-20,Instance 1,Jadow B & Sons Inc - Instance 1,1529,9605,9998,5933,507,677,36,1914,1793
Republic of Nauru Phosphate (RONPHOS) Corporation,INSTANCELEVEL,-20,Instance 1,Republic of Nauru Phosphate (RONPHOS) Corporation - Instance 1,2171,4103,6987,276,710,1000,481,1721,1858
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,INSTANCELEVEL,-20,Instance 1,CARHLUC CARROCERIAS Y REMOLQUES SA DE CV - Instance 1,5442,10639,887,3139,607,1025,30,1960,1919
Alltech Automotive LLC,INSTANCELEVEL,-20,Instance 1,Alltech Automotive LLC - Instance 1,5456,5010,82,3867,335,1024,172,1567,2222
DALE VALOR A MEXICO SC,INSTANCELEVEL,-20,Instance 1,DALE VALOR A MEXICO SC - Instance 1,5529,5952,1966,6820,390,917,337,1548,1642
SPIN MASTER MEXICO SA DE CV,INSTANCELEVEL,-20,Instance 1,SPIN MASTER MEXICO SA DE CV - Instance 1,9672,10256,4056,8280,306,781,415,1825,2484
ATTEBURY GRAIN,INSTANCELEVEL,-20,Instance 1,ATTEBURY GRAIN - Instance 1,4268,335,5398,7446,758,676,379,1782,2026
Vicor,INSTANCELEVEL,-20,Instance 1,Vicor - Instance 1,5725,6554,6499,4515,396,927,294,1790,2102
Baja Inc,INSTANCELEVEL,-20,Instance 1,Baja Inc - Instance 1,7857,1125,11063,177,437,841,469,1123,2289
National Assn of Printing Ink,INSTANCELEVEL,-20,Instance 1,National Assn of Printing Ink - Instance 1,10997,7649,3702,4354,347,1018,124,1451,1812
MA PATRICIA ROSALES HERNANDEZ,INSTANCELEVEL,-20,Instance 1,MA PATRICIA ROSALES HERNANDEZ - Instance 1,2574,6546,4121,4511,536,786,159,1419,2054
EVERTIS DE MEXICO SA DE CV,INSTANCELEVEL,-20,Instance 1,EVERTIS DE MEXICO SA DE CV - Instance 1,4629,8966,8375,3930,410,703,393,1784,2187
GENERAL DE CERAMICA S A DE C V,INSTANCELEVEL,-20,Instance 1,GENERAL DE CERAMICA S A DE C V - Instance 1,5452,4827,11889,3867,411,839,177,1428,1712
GRUPO VACTREK SA DE CV,INSTANCELEVEL,-20,Instance 1,GRUPO VACTREK SA DE CV - Instance 1,1489,10998,9155,7686,793,828,378,1013,2493
JUAN ANGEL FLORES AGUIRRE,INSTANCELEVEL,-20,Instance 1,JUAN ANGEL FLORES AGUIRRE - Instance 1,1179,4517,317,11586,327,1021,10,1331,1609
Triumph Tool NC Inc,INSTANCELEVEL,-20,Instance 1,Triumph Tool NC Inc - Instance 1,249,6914,5251,3553,656,832,228,1281,2234
Darta NV,INSTANCELEVEL,-20,Instance 1,Darta NV - Instance 1,4758,10392,595,1724,593,986,390,1300,1902
COTY UK LTD,INSTANCELEVEL,-20,Instance 1,COTY UK LTD - Instance 1,2856,4097,6368,9357,445,954,313,1369,1624
Deal Partners Limited,INSTANCELEVEL,-20,Instance 1,Deal Partners Limited - Instance 1,2839,4107,3060,2884,389,705,296,1317,1896
IRISA ADHESIVES CORPORATION SA DE CV,INSTANCELEVEL,-20,Instance 1,IRISA ADHESIVES CORPORATION SA DE CV - Instance 1,655,7712,2155,9470,463,634,326,1972,2242
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-20,Instance 1,BOESDORFER & BOESDORFER INC - Instance 1,1553,8777,6171,2069,589,647,153,1154,2328
GKN Sinter Metals,INSTANCELEVEL,-20,Instance 1,GKN Sinter Metals - Instance 1,2207,7617,1811,4582,703,823,79,1240,2026
AGENCE PRESSE,INSTANCELEVEL,-20,Instance 1,AGENCE PRESSE - Instance 1,8082,5090,1971,6049,717,643,38,1583,2349
Vesco Foods Pty Ltd,INSTANCELEVEL,-20,Instance 1,Vesco Foods Pty Ltd - Instance 1,4963,144,10445,11413,445,1065,143,1694,1688
AUREA SOFTWARE INC,INSTANCELEVEL,-20,Instance 1,AUREA SOFTWARE INC - Instance 1,536,8028,5468,5766,453,655,107,1832,1680
Ocean Sports Wear,INSTANCELEVEL,-20,Instance 1,Ocean Sports Wear - Instance 1,10759,10429,49,8786,653,669,40,1615,2036
NOVA INSTRUMENTS SERVICE SA DE CV,INSTANCELEVEL,-20,Instance 1,NOVA INSTRUMENTS SERVICE SA DE CV - Instance 1,10649,1183,1910,257,757,828,163,1629,1947
RAUL MORALES RAMIREZ,INSTANCELEVEL,-20,Instance 1,RAUL MORALES RAMIREZ - Instance 1,2049,10824,8513,524,697,764,90,1763,1815
STANLEY BOSTITCH SA DE CV,INSTANCELEVEL,-20,Instance 1,STANLEY BOSTITCH SA DE CV - Instance 1,8797,5650,10006,8864,409,618,279,1660,2320
UNIFOODS SA DE CV,INSTANCELEVEL,-20,Instance 1,UNIFOODS SA DE CV - Instance 1,4044,10419,3088,7233,584,605,92,1842,2257
TOMAS MARTINEZ PATLAN,INSTANCELEVEL,-20,Instance 1,TOMAS MARTINEZ PATLAN - Instance 1,5195,6941,3849,3148,679,921,413,1146,2297
JARDINS DE NORTENE,INSTANCELEVEL,-20,Instance 1,JARDINS DE NORTENE - Instance 1,6853,5582,1792,6478,760,754,348,1770,2442
Terry Store age spa,INSTANCELEVEL,-20,Instance 1,Terry Store age spa - Instance 1,4941,6361,11030,4292,714,1057,62,1881,1883
Goldie Marketing Pty Ltd,INSTANCELEVEL,-20,Instance 1,Goldie Marketing Pty Ltd - Instance 1,6757,10816,4145,7163,479,753,483,1784,2107
ST. CLAIR SERVICE,INSTANCELEVEL,-20,Instance 1,ST. CLAIR SERVICE - Instance 1,10728,4227,3271,2204,573,1045,58,1458,2217
Scottish Shellfish Marketing Group Ltd,INSTANCELEVEL,-20,Instance 1,Scottish Shellfish Marketing Group Ltd - Instance 1,10165,2708,4575,8573,610,830,196,1502,2346
CARNES KM SA DE CV,INSTANCELEVEL,-20,Instance 1,CARNES KM SA DE CV - Instance 1,3220,2671,7670,2971,449,836,199,1372,1740
COMERCIALIZADORA UNICOR SA DE CV,INSTANCELEVEL,-20,Instance 1,COMERCIALIZADORA UNICOR SA DE CV - Instance 1,11763,6216,2424,5959,749,670,286,1364,1510
COMNET SA DE CV,INSTANCELEVEL,-20,Instance 1,COMNET SA DE CV - Instance 1,8573,3750,4609,9779,574,1019,134,1689,1603
DISTRIB Y COMERC KOWALSKY SA DE CV,INSTANCELEVEL,-20,Instance 1,DISTRIB Y COMERC KOWALSKY SA DE CV - Instance 1,4664,3154,2542,9772,408,979,162,1183,1981
FRUITCORP SA DE CV,INSTANCELEVEL,-20,Instance 1,FRUITCORP SA DE CV - Instance 1,1159,11164,10369,258,757,993,164,1885,2235
ORIGINALES THELVA SA DE CV,INSTANCELEVEL,-20,Instance 1,ORIGINALES THELVA SA DE CV - Instance 1,3700,2249,8190,736,630,777,249,1804,2215
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,INSTANCELEVEL,-20,Instance 1,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - Instance 1,1236,1310,5505,5963,573,831,326,1651,2139
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-20,Instance 1,COMERCIALIZADORA RIMATOM SA de CV - Instance 1,2609,4523,8060,5123,391,627,62,1506,1993
K & S Contractors Supply Co,INSTANCELEVEL,-20,Instance 1,K & S Contractors Supply Co - Instance 1,11862,8928,4284,2296,493,673,221,1984,2190
Tioga Hardwoods Inc,INSTANCELEVEL,-20,Instance 1,Tioga Hardwoods Inc - Instance 1,11324,2621,8637,568,324,968,407,1001,1839
GHCL Limited,INSTANCELEVEL,-20,Instance 1,GHCL Limited - Instance 1,8810,10466,9401,7859,594,777,400,1039,1516
Motion Industries Inc.,INSTANCELEVEL,-20,Instance 1,Motion Industries Inc. - Instance 1,9043,1290,4427,1442,667,941,182,1393,2390
SUKETU ORGANICS PRIVATE LIMITED,INSTANCELEVEL,-20,Instance 1,SUKETU ORGANICS PRIVATE LIMITED - Instance 1,366,11772,3064,3202,729,1052,446,1857,1772
Quantum Foods,INSTANCELEVEL,-20,Instance 1,Quantum Foods - Instance 1,9259,11327,1877,9144,400,934,139,1867,1675
Family Magazine,INSTANCELEVEL,-20,Instance 1,Family Magazine - Instance 1,2600,509,10935,9227,460,923,233,1080,2394
PROGRESSIVE AG PARTNERS,INSTANCELEVEL,-20,Instance 1,PROGRESSIVE AG PARTNERS - Instance 1,4576,1768,9549,8162,658,916,206,1092,1597
Innovative Laser Inc,INSTANCELEVEL,-20,Instance 1,Innovative Laser Inc - Instance 1,4063,10967,9305,5454,362,810,458,1479,1823
Addis Housewares Ltd,INSTANCELEVEL,-20,Instance 1,Addis Housewares Ltd - Instance 1,5013,11871,6851,10871,397,1032,430,1709,1709
SIGMADIS BRIGNAIS,INSTANCELEVEL,-20,Instance 1,SIGMADIS BRIGNAIS - Instance 1,10907,6859,11055,4179,380,938,172,1504,1752
APLNG,INSTANCELEVEL,-20,Instance 1,APLNG - Instance 1,9841,11168,7369,5335,671,613,486,1528,1516
Quince Hungary Kft,INSTANCELEVEL,-20,Instance 1,Quince Hungary Kft - Instance 1,9495,4521,5220,4615,398,807,19,1040,1589
Jandel Scientific Inc.,INSTANCELEVEL,-20,Instance 1,Jandel Scientific Inc. - Instance 1,10110,2198,7113,10778,704,1076,392,1859,1796
Viking Tool & Steel,INSTANCELEVEL,-20,Instance 1,Viking Tool & Steel - Instance 1,5449,4686,8122,9613,654,712,258,1034,1666
HIELO Y REFRIGERACION DE CABORCA SA DE CV,INSTANCELEVEL,-20,Instance 1,HIELO Y REFRIGERACION DE CABORCA SA DE CV - Instance 1,1893,7726,2935,7713,767,743,276,1008,1781
MAPE USA,INSTANCELEVEL,-20,Instance 1,MAPE USA - Instance 1,11976,6002,2790,7810,441,1044,84,1388,2287
CONSORCIO DE ALIM DEL CARIBE SA DE CV,INSTANCELEVEL,-20,Instance 1,CONSORCIO DE ALIM DEL CARIBE SA DE CV - Instance 1,7747,3822,970,7970,552,859,226,1497,2145
PRODUCCIONES AGRICOLA DE TABASCO SA CV,INSTANCELEVEL,-20,Instance 1,PRODUCCIONES AGRICOLA DE TABASCO SA CV - Instance 1,8080,8582,6018,501,348,731,299,1456,1659
RICARDO ALEJANDRO DE LEON PEDROZA,INSTANCELEVEL,-20,Instance 1,RICARDO ALEJANDRO DE LEON PEDROZA - Instance 1,6330,11228,7643,9926,505,965,316,1481,1593
M&M SERVICE CO,INSTANCELEVEL,-20,Instance 1,M&M SERVICE CO - Instance 1,7515,3428,1129,10168,668,860,497,1608,2338
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-20,Instance 1,CARROLLTON FARMERS ELEVATOR CO - Instance 1,9804,9383,1620,9321,648,815,27,1064,2499
L and P Financial Services Co,INSTANCELEVEL,-20,Instance 1,L and P Financial Services Co - Instance 1,2406,7819,9199,9062,772,1013,166,1836,1640
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-20,Instance 1,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 1,1976,5041,11776,6572,337,860,222,1726,2179
CATMADER SL,INSTANCELEVEL,-20,Instance 1,CATMADER SL - Instance 1,373,8990,5285,8381,704,626,397,1499,1899
Tekno Inc,INSTANCELEVEL,-20,Instance 1,Tekno Inc - Instance 1,174,3658,8973,1592,684,1046,333,1601,2024
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-20,Instance 1,LUIS MANUEL REYES VAZQUEZ - Instance 1,1613,2940,10893,8476,500,736,466,1596,2181
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-20,Instance 1,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 1,10037,1855,9641,3416,462,875,42,1604,2202
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-20,Instance 1,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 1,10692,1867,1249,4270,477,942,122,1167,2454
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-20,Instance 1,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 1,6297,230,68,968,492,912,212,1574,2375
COMERGALV SA DE CV,INSTANCELEVEL,-20,Instance 1,COMERGALV SA DE CV - Instance 1,7993,6107,186,5317,459,618,265,1017,1746
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-20,Instance 1,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 1,5484,2204,2853,3317,541,944,54,1686,1834
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-20,Instance 1,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 1,7280,9075,8094,5354,674,962,59,1255,2383
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-20,Instance 1,Pintura Estampado y Montaje Sapi de CV - Instance 1,3595,4255,6993,9596,706,639,411,1373,1564
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-20,Instance 1,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 1,4457,6490,3780,8835,435,1093,241,1714,1710
TERENTRO SA DE CV,INSTANCELEVEL,-20,Instance 1,TERENTRO SA DE CV - Instance 1,11267,11609,3173,6557,720,1079,296,1914,2144
FUNTASTIC LIMITED,INSTANCELEVEL,-20,Instance 1,FUNTASTIC LIMITED - Instance 1,512,3474,11988,8390,419,1067,83,1690,2318
DeeTag USA,INSTANCELEVEL,-20,Instance 1,DeeTag USA - Instance 1,7791,9777,2621,1150,677,986,128,1167,2460
Lakeland Village,INSTANCELEVEL,-20,Instance 1,Lakeland Village - Instance 1,2029,8695,1234,11153,665,737,418,1758,1526
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-20,Instance 1,CHAOAN SWEET BEST FOOD CO LTD - Instance 1,3497,71,5974,4310,450,783,28,1912,2149
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-20,Instance 1,Cadbury Beverages Div Cadbury - Instance 1,2270,5614,9670,473,329,712,119,1859,1848
Do not Use1,INSTANCELEVEL,-20,Instance 1,Do not Use1 - Instance 1,10329,10553,6546,1281,335,1006,232,1770,1728
Oil Chem Research Corp,INSTANCELEVEL,-20,Instance 1,Oil Chem Research Corp - Instance 1,6621,1369,8239,11068,467,1050,360,1112,1962
LICK ELEVATOR,INSTANCELEVEL,-20,Instance 1,LICK ELEVATOR - Instance 1,7829,9274,8407,3321,636,830,328,1577,2002
Quanex Screens LLC,INSTANCELEVEL,-20,Instance 1,Quanex Screens LLC - Instance 1,852,11311,6466,313,782,633,1,1125,1736
A and T unlimit Limited,INSTANCELEVEL,-20,Instance 2,A and T unlimit Limited - Instance 2,7102,6615,7391,6875,341,868,486,1799,1830
Sienna Gold Ltd,INSTANCELEVEL,-20,Instance 2,Sienna Gold Ltd - Instance 2,7513,6875,8318,6206,702,741,210,1136,1690
COLD EXPRESS SA DE CV,INSTANCELEVEL,-20,Instance 2,COLD EXPRESS SA DE CV - Instance 2,7101,8536,139,1184,718,776,337,1838,1660
Murex N.A. Ltd,INSTANCELEVEL,-20,Instance 2,Murex N.A. Ltd - Instance 2,5960,6857,10224,477,482,717,111,1534,1880
Via Systems,INSTANCELEVEL,-20,Instance 2,Via Systems - Instance 2,9128,4767,6364,10097,425,639,202,1360,2324
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-20,Instance 2,DAKTEL COMUNICACIONES SA DE CV - Instance 2,5309,8042,3503,1991,540,898,341,1729,1855
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-20,Instance 2,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 2,1014,11219,10577,10454,750,1087,33,1286,1734
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-20,Instance 2,OBED GERARDO ARELLANO GUTIERREZ - Instance 2,6816,7120,9547,2122,569,1048,30,1110,2050
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-20,Instance 2,REFRIGERACION COMER AGROPECU - Instance 2,9018,10241,5071,10285,518,615,262,1028,2466
